clade_name,14222000860,14222002214,14224007057,14230002867,14231003578,14243004165,14261008867,14265011111,14266010630,14267004596,14270006297,14275002567,14277001579,14277004053,14280000918,14280007449,14281004042,14281010506,14282006614,14294002223,14294008232,14295003788,14297006897,14297007222,14302008148,14305002017,14306003432,14311005496,14324005059,14324007652,14324011089,14325007894,14333003042,14336009506,14347003386,14364002390,15003000243,15004000359,15007005681,15013006888,15022002052,15022009124,15033005121,15042007560,15047003896,15053004744,15074001085,15075007377,15145002518,15150002251,15172000581,15183009449,15183011312,15202001672,15215011523,15249004285,15272010763,15283000569,15289004143,15292011308,15293011814,15303009944,15314012103,15315001587,15316011366,15318004439,15327002274,15334011102,15338008398,15338009826,15344004809,15344011012,15347000571,15351007633,15357009163,15361005421,15361005627,16025011001,16033004325,16035004712,16037008119,16066007541,16067010441,16074002883,16078009373,16078009942,16083004463,16090010825,16093001566,16112004607,16131011416,16137013172,16144010073,16154004217,16164004776,16182011162,16190004049,16222006583,16226000979,16227004893,16234005390,16245010913,01-S01,02-S01,03-S01,04-S01,05-S01,06-S01,07-S01,08-S01,09-S01,10-S01,11-S01,12-S01,13-S01,14-S01,15-S01,16-S01,17-S01,18-S01,19-S01,20-S01,CNTM_S1,CNTM_S10,CNTM_S11,CNTM_S12,CNTM_S13,CNTM_S14,CNTM_S15,CNTM_S16,CNTM_S17,CNTM_S18,CNTM_S19,CNTM_S2,CNTM_S20,CNTM_S21,CNTM_S22,CNTM_S23,CNTM_S24,CNTM_S25,CNTM_S26,CNTM_S27,CNTM_S28,CNTM_S29,CNTM_S3,CNTM_S30,CNTM_S31,CNTM_S32,CNTM_S33,CNTM_S34,CNTM_S35,CNTM_S36,CNTM_S37,CNTM_S38,CNTM_S39,CNTM_S4,CNTM_S40,CNTM_S41,CNTM_S42,CNTM_S43,CNTM_S44,CNTM_S45,CNTM_S46,CNTM_S47,CNTM_S48,CNTM_S49,CNTM_S5,CNTM_S50,CNTM_S51,CNTM_S52,CNTM_S53,CNTM_S54,CNTM_S55,CNTM_S56,CNTM_S57,CNTM_S58,CNTM_S59,CNTM_S6,CNTM_S60,CNTM_S61,CNTM_S62,CNTM_S63,CNTM_S64,CNTM_S65,CNTM_S66,CNTM_S67,CNTM_S68,CNTM_S69,CNTM_S7,CNTM_S70,CNTM_S71,CNTM_S72,CNTM_S73,CNTM_S74,CNTM_S75,CNTM_S76,CNTM_S77,CNTM_S78,CNTM_S79,CNTM_S8,CNTM_S80,CNTM_S81,CNTM_S82,CNTM_S83,CNTM_S84,CNTM_S85,CNTM_S86,CNTM_S9
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Hydrogeniiclostidium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026,0,0,0,0,0,0,0,0,0.00702,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01907,0,0,0,0.00222,0,0,0,0,0,0,0,0,0.01641,0,0,0,0,0,0,0,0,0,0.01437,0,0,0,0,0,0,0,0,0,0,0,0.09232,0,0,0,0,0,0,0,0,0,0.00278,0,0.05823,0,0,0,0,0,0,0,0,0,0.00362,0,0,0,0,0,0,0,0,0,0,0.10406,0,0,0,0,0,0,0,0,0,0,0,0.02663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04123,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Candidatus_Borkfalkiales|f__Candidatus_Borkfalkiaceae|g__Candidatus_Borkfalkia,0.07679,0,0,0,0,0,0,0,0,0,0,1.66217,0.02434,0,0,0,0,0,0,0,0,0,0.02437,0,0,0,0,0,0,0,0,0.00282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10137,0,0,0,0,0.03872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01904,0,0,0.05226,0,0,0,0,0,0,0,0,0.05235,0,0,0,0,0,0,0,0,0,0,0,1.97927,0,0,0,0.00752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12866,0.00227,0,0.04888,0,0,0,0,0,0,0,0,0,0,0.00148,0,0,0,0.02369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217|f__FGB1217|g__GGB2982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02757,0,0.01474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01818,0,0,0.00137,0,0,0,0,0,0.01387,0,0.00502,0.00592,0,0,0,0,0,0,0,0,0,0.02466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05206,0,0.01171,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Neglecta,0.4963,0,0.00583,0,0,0,0,0,0,0,0,0,0.04186,0,0,0.56866,0,0.01009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21973,0,0,0,0,0,0,0,0,0,0.00382,0,0,0,0.86818,0,0,0,0,0,0,0,0.187,0,0.30918,0,0,0.19087,0,0,0.19594,0,0,0,0,0.0199,0.02524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00287,0,0.01568,0,0,0,0.01978,0,0.01039,0,0.0029,0,0,0,0,0,0,0.12759,0,0,0,0,0.0164,0.12678,0,0,0,0.02135,0,0,0,0,0,0,0.08269,0,0.00192,0,0,0,0,0.67548,0,0.00941,1.00101,0.9931,0.20531,0,0.18043,0,0,0.59865,0,0,0.85603,0.57599,0,0,1.27027,0,0,0.04563,0,0.2861,0,0,0,2.16457,0.88504,1.15821,0,1.04534,0.22044,0,0,0.03724,0,0,0,0.0901,0,0,0,0,0,0.21038,0,1.5999,0,0,0,0,0,0,0.49155,0,0,0.06382,0.30927,0,0,0,1.0738,0,0,0.02921,0.38635,0,0,0,0,0.09003,0,0.041,0,0,0,0.10005,0,0,0,0,1.03003,0,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter,0.01374,0,0,0,0,0,0,0,0,0.131,0.03947,0,0,0,0,0,0,0.40411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01526,0,0,0,0,0,0,0.05171,0,0.03574,0,0,0,0,0,0,0,0,0.04389,0,0.00299,0,0,0,0,0,0,0,0.07691,0,0,0,0,0,0,0,0,0,0,0,0.10451,0,0,0.00345,0.04438,0,0,0.18635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01109,0,0,0,0,0,0,0,0,0,0,0,0.00255,0,0,0.00744,0,0,0.67904,0,0,0,0.01526,0,0.12917,0,0.28828,0,0,0.04473,0.00388,0,0,0,0,0.01064,0.01228,0,0,0.00984,0,0,0,0,0,0.01065,0,0.02502,0,0,0,0,0,0,0,0.07246,0,0.00707,0,0,0,0,0,0,0,0,0,0,0.01852,0.01987,0,0,0,0,0,0.20195,0,0,0.03547,0,0,0,0,0,0.06669,0,0,0,0,0,0,0.03613,0,0,0,0,0.16547,0,0,0,0.01045,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00562,0.02826,0,0,0,0,0,0,0,0.00175,0,0,0,0,0,0.21651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31934,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB2980,0,0,0,0,0,0,0,0,0,0,0.02926,0,0.01184,0,0,0,0,0.0248,0,0,0,0,0,0,0.01383,0,0,0,0,0,0,0.00172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03857,0,0,0,0,0.01992,0,0,0.03103,0,0,0.11081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164,0,0,0,0,0,0,0,0,0,0.00307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1227,0,0.26299,0,0.02456,0.00649,0,0,0,0,0,0.00806,0.04953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03218,0,0,0,0,0,0,0,0,0,0.04807,0,0,0,0,0.03066,0,0,0,0.16926,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_SGB9281,0,0,0,0,0,0,0,0,0,0,0.03922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11651,0,0,0,0,0,0,0,0,0,0.47799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9632|s__GGB9632_SGB15089,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59446,0,0,0,0,0.03067,0,0,0,0,0,0,0,0.0009,0,0,0,0,0.67924,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09211,0,0.00735,0.24299,0,0,0,0,0,0,0,0.05717,0,0,0,0,0,0,0,0.09478,0,0.01628,0,0,0,0,0,0.00856,0,0,2.50155,0,0,0,0,0,0.23529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18013,0,0,0,0,1.37923,0,0,0,0.64388,0.03264,0.11564,0,0.07404,0,0,0.09033,1.18866,0.019,0,0,0.02856,0,0,0,0,0,0,0.18543,0.35006,0,0.44781,0,0.57569,0.97211,0,0,0,0.72075,0.15887,0,0.36782,0,0,0.11621,0,0,0,0,0,0,0,0.29197,0,0,0,0,0.07296,0,0,0,0,0,0,0,0,0,0,0.23845,0,0,0,0,0,0,0,0,1.05079,0,0,1.18442,0.26093,0,0,0,0,0,0,0,0.13842,0,0,0,0,0,0,1.59436,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_SGB15299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78703,0.00281,0,0.04375,0,0.73791,0,0,0,0.01849,0.03927,0.05138,0,0,0.09251,0,0,0,0,0,0,0,0,0,0,0,0.9214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05326,0,0,0,0,0,0,0,0.1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92679,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Rikenellaceae_unclassified|s__Rikenellaceae_bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0.59492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66652,0.21146,0,0.06047,0,0,0,0,0,0,0,0,0,0,1.95871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91484,0,0,9.92377,0,0,0,0,0,0,0,0.45325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83397,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB3478|s__GGB3478_SGB4643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60954,0.0198,0,0.72336,0,0,0,0,0,0,0,0,0,1.11678,0.00021,0,0.25714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus|s__Monoglobus_pectinilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0.00944,0,0,0.00389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12436,0.11174,0,0,0,0,0.29349,0,0,1.28342,0,0,0,0,0,0,0,0,0,0,0.48807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02413,0,0,0,0,0.49004,0,0,0,0.01169,0,0,0.05861,0.0143,0,0,0,0,0.0542,0,0,0.45852,0,0,0,0,0,0,0.00082,0,0,0,0,0.44745,0,0,0,0,0.39909,0,0,0,0,0,0,0,0.02041,0,0,0,0,0,0,0,1.04949,0,0,0,0,0,0,0,0.22697,0,0,0,0,0,0,0,0.0794,0,0,0.13559,0.18474,0,0,0,0,0,0,0,0,0,0,0.05004,0,0,0,0,0,0,0,0,0,0,0,0,0.3099,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_SGB15346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32958,0,0,0,0,0,0,0,0,0,0,0.01694,0,0,0,0,0,0,0,0,0.21334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09871,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0.01552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38645,0.08768,0,0.06146,0,0.64021,0.50931,0,0.61186,0.13327,0.48726,1.28424,0,0.2591,0.45061,0.05173,0.4708,0,0,0,0,0,0,0,0,0,0,0,0.03688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02066,0,0,0,0,0,0,0.01657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme,0,0.03546,0,0,0,0,0,0,0,0,0.00695,0,0,0,0,1.33675,0,0.00974,0,0,0,0,0,0,0,0,0.06431,0,0,0,0,0,0.75366,0,0.03808,0,0,0.01594,0,0,0,0,0.18583,0,0,0,0,0.12585,0,0,0,0.83413,0.23293,0,0.033,0,0,0,0,0,0,0.42312,0,0,0,0,0,0,0,0,0,0,1.60254,0,0,0,0,0,0,0,0,0.25749,0,0.18729,0,0,0,0,0,0,0.57183,0,0,0,0,0,0,0,0,0,0,0.58343,0,0,0,0.27171,0.03442,0,0,0.14169,0.01207,0,0,0,0,0.0119,0.03268,0.00585,0,0,0,0.02387,0,0,0,0,0,0,0.00579,0,0,0,0,0.0355,0.00456,0.01134,0,0,0,0,0,0,0.36282,0,0,0,0,0,0,0,0,0.04668,0.55797,0,0.14086,0,0,0,0,0,0,0,0.13631,0,0,0,0,0,0,0,0,0.79962,0,0.31394,0,0,0,0.0163,0,0,0.48392,0,0,0.16739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597,0.00344,0.07642,0.35588,0,0,0,0,0,0.71165
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_communis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06914,0,0,0,0,0.00675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16546,0.89838,0,0,0,0.04641,0,0,0,0.00776,0.10085,0.27601,0,0,0,0,0.53123,0,0,0,0,0,0,0,0.00541,0,0.3,0.36041,0,0,0,0,0,0.07443,0,0,0,0,0,0,0,0,0,0,0,0.02097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08474,0,0,0,0.00763,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15265,0,0,0,0,0,0,0,0,0,0,0.07161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0,0.11471,0.24465,0.0419,0.21529,0.00716,0,0.1482,0,0,0,0.25548,0.00301,0,1.55278,0,0,0.14869,0,0,0,0,0,0,0,0,0,0,0,0.3131,0,0,0,0,0,0,0,0.88262,0,0,0,0,0,0,0,0,0.02481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45471,0,0,0,0,0,0,1.77761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29409,0,0,0,0.21407,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_stercoris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10537,0,0,0,0,0,0,0,0,0.25295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB3035|o__OFGB3035|f__FGB3035|g__GGB9524|s__GGB9524_SGB14924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26629,0,0,0,0,0,0.00607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10472,0,0,0,0,0,0,0,0,0,0.0067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20553,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum,1.06629,0.33737,0.01435,2.13887,5.03497,0,0.45205,0.03101,8.16673,1.15785,0,0,0,0,2.38139,1.56673,0,3.89362,5.82453,0,0,0,6.19218,0,0,2.129,0.37156,1.7987,0,0.35783,3.0041,0.28142,1.96162,0.00947,0.67291,1.76296,0.10201,13.97347,0.94196,0,17.9176,0,6.6947,0.04951,0.11077,0,1.18497,0.24735,0.02461,0.02103,0.61512,0.7558,1.38495,0.02994,4.43704,2.43653,1.12507,1.09417,0.23009,1.18336,0.15368,0.33234,0.1111,0.66782,14.63974,0,0,0.0883,0.14201,0,0,0.02954,0,0.00299,0,20.43532,0.71677,0,0.62075,1.04887,0,8.76142,0.01283,0.03709,0,0.77439,10.63576,0,0.23681,0.00158,2.23342,0,0.95803,0.85371,0.50171,2.14632,0.78708,2.07396,0,6.59313,2.6954,0.80381,0,0,0,0.0886,0,0,0,0.65175,0,0.04433,0,0,0,0,0,0,0,0,0,0,0.00226,0.51832,7.58099,0,3.63712,0.15921,0.02022,0.77023,0.19079,0,0.19246,0.04046,0.34617,1.38109,11.96235,0.57338,0.48979,5.16885,0.04764,0.17981,2.13765,1.78944,0.27396,0,0.09169,0.30501,0,0.57365,0,0,0.09502,0,0.24595,2.77532,0.7798,0,0.12386,0,3.9114,0.13218,1.11818,6.42319,0,0.63365,0.19305,2.43583,0,0.34245,0.87076,1.04274,11.30696,0.16668,0,0,0.65526,0.26901,1.5445,0.11414,0,0.01807,0,0,0.68563,0.68709,0.17003,1.08828,0.96663,0,0,0,0,0.01181,0.11191,0,0.2217,0,0,0.02369,0.22678,4.83048,0.31171,1.54165,0,0,4.69372,4.50884
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB4769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07753,0,0,0.01847,0,0,0,0,0,0.00832,0.00982,0,0.02508,0,0.01659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_glucerasea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07688,0,0,0.6387,0,0,0,0.00207,0,0,0,0,0,0,0,0.41121,0.00476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35534,0,0,0,0,0.02701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
